data,valor
20130426,0.075
20130427,0.075
20130428,0.075
20130429,0.075
20130430,0.075
20130501,0.075
20130502,0.075
20130503,0.075
20130504,0.075
20130505,0.075
20130506,0.075
20130507,0.075
20130508,0.075
20130509,0.075
20130510,0.075
20130511,0.075
20130512,0.075
20130513,0.075
20130514,0.075
20130515,0.075
20130516,0.075
20130517,0.075
20130518,0.075
20130519,0.075
20130520,0.075
20130521,0.075
20130522,0.075
20130523,0.075
20130524,0.075
20130525,0.075
20130526,0.075
20130527,0.075
20130528,0.075
20130529,0.0749999999999999
20130530,0.08
20130531,0.08
20130601,0.08
20130602,0.08
20130603,0.08
20130604,0.08
20130605,0.08
20130606,0.08
20130607,0.08
20130608,0.08
20130609,0.08
20130610,0.08
20130611,0.08
20130612,0.08
20130613,0.08
20130614,0.08
20130615,0.08
20130616,0.08
20130617,0.08
20130618,0.08
20130619,0.08
20130620,0.08
20130621,0.08
20130622,0.08
20130623,0.08
20130624,0.08
20130625,0.08
20130626,0.08
20130627,0.08
20130628,0.08
20130629,0.08
20130630,0.08
20130701,0.08
20130702,0.0799999999999999
20130703,0.0799999999999999
20130704,0.0799999999999999
20130705,0.0799999999999999
20130706,0.0799999999999999
20130707,0.0799999999999999
20130708,0.0799999999999999
20130709,0.0799999999999999
20130710,0.0799999999999999
20130711,0.085
20130712,0.085
20130713,0.085
20130714,0.085
20130715,0.085
20130716,0.085
20130717,0.085
20130718,0.085
20130719,0.085
20130720,0.085
20130721,0.085
20130722,0.085
20130723,0.085
20130724,0.085
20130725,0.085
20130726,0.085
20130727,0.085
20130728,0.085
20130729,0.085
20130730,0.085
20130731,0.085
20130801,0.085
20130802,0.085
20130803,0.085
20130804,0.085
20130805,0.085
20130806,0.085
20130807,0.085
20130808,0.085
20130809,0.085
20130810,0.085
20130811,0.085
20130812,0.085
20130813,0.085
20130814,0.085
20130815,0.085
20130816,0.085
20130817,0.085
20130818,0.085
20130819,0.085
20130820,0.085
20130821,0.085
20130822,0.085
20130823,0.0850000000000001
20130824,0.0850000000000001
20130825,0.0850000000000001
20130826,0.0850000000000001
20130827,0.0850000000000001
20130828,0.0850000000000001
20130829,0.09
20130830,0.09
20130831,0.09
20130901,0.09
20130902,0.09
20130903,0.09
20130904,0.09
20130905,0.09
20130906,0.09
20130907,0.09
20130908,0.09
20130909,0.09
20130910,0.09
20130911,0.09
20130912,0.09
20130913,0.09
20130914,0.09
20130915,0.09
20130916,0.09
20130917,0.09
20130918,0.09
20130919,0.09
20130920,0.09
20130921,0.09
20130922,0.09
20130923,0.09
20130924,0.09
20130925,0.09
20130926,0.09
20130927,0.09
20130928,0.09
20130929,0.09
20130930,0.09
20131001,0.09
20131002,0.09
20131003,0.09
20131004,0.0900000000000001
20131005,0.0900000000000001
20131006,0.0900000000000001
20131007,0.0900000000000001
20131008,0.0900000000000001
20131009,0.0900000000000001
20131010,0.095
20131011,0.095
20131012,0.095
20131013,0.095
20131014,0.095
20131015,0.095
20131016,0.095
20131017,0.095
20131018,0.095
20131019,0.095
20131020,0.095
20131021,0.095
20131022,0.095
20131023,0.095
20131024,0.095
20131025,0.095
20131026,0.095
20131027,0.095
20131028,0.095
20131029,0.095
20131030,0.095
20131031,0.095
20131101,0.095
20131102,0.095
20131103,0.095
20131104,0.095
20131105,0.095
20131106,0.095
20131107,0.095
20131108,0.095
20131109,0.095
20131110,0.095
20131111,0.095
20131112,0.095
20131113,0.095
20131114,0.095
20131115,0.095
20131116,0.095
20131117,0.095
20131118,0.095
20131119,0.095
20131120,0.095
20131121,0.095
20131122,0.095
20131123,0.095
20131124,0.095
20131125,0.095
20131126,0.095
20131127,0.095
20131128,0.1
20131129,0.1
20131130,0.1
20131201,0.1
20131202,0.1
20131203,0.1
20131204,0.1
20131205,0.1
20131206,0.1
20131207,0.1
20131208,0.1
20131209,0.1
20131210,0.1
20131211,0.1
20131212,0.1
20131213,0.1
20131214,0.1
20131215,0.1
20131216,0.1
20131217,0.1
20131218,0.1
20131219,0.1
20131220,0.1
20131221,0.1
20131222,0.1
20131223,0.1
20131224,0.1
20131225,0.1
20131226,0.1
20131227,0.1
20131228,0.1
20131229,0.1
20131230,0.1
20131231,0.1
20140101,0.1
20140102,0.0999999999999998
20140103,0.0999999999999997
20140104,0.0999999999999997
20140105,0.0999999999999997
20140106,0.0999999999999997
20140107,0.0999999999999997
20140108,0.0999999999999997
20140109,0.0999999999999997
20140110,0.0999999999999997
20140111,0.0999999999999997
20140112,0.0999999999999997
20140113,0.0999999999999997
20140114,0.0999999999999997
20140115,0.0999999999999997
20140116,0.105
20140117,0.105
20140118,0.105
20140119,0.105
20140120,0.105
20140121,0.105
20140122,0.105
20140123,0.105
20140124,0.105
20140125,0.105
20140126,0.105
20140127,0.105
20140128,0.105
20140129,0.105
20140130,0.105
20140131,0.105
20140201,0.105
20140202,0.105
20140203,0.105
20140204,0.105
20140205,0.105
20140206,0.105
20140207,0.105
20140208,0.105
20140209,0.105
20140210,0.105
20140211,0.105
20140212,0.105
20140213,0.105
20140214,0.105
20140215,0.105
20140216,0.105
20140217,0.105
20140218,0.105
20140219,0.105
20140220,0.105
20140221,0.105
20140222,0.105
20140223,0.105
20140224,0.105
20140225,0.105
20140226,0.105
20140227,0.1075
20140228,0.1075
20140301,0.1075
20140302,0.1075
20140303,0.1075
20140304,0.1075
20140305,0.1075
20140306,0.1075
20140307,0.1075
20140308,0.1075
20140309,0.1075
20140310,0.1075
20140311,0.1075
20140312,0.1075
20140313,0.1075
20140314,0.1075
20140315,0.1075
20140316,0.1075
20140317,0.1075
20140318,0.1075
20140319,0.1075
20140320,0.1075
20140321,0.1075
20140322,0.1075
20140323,0.1075
20140324,0.1075
20140325,0.1075
20140326,0.1075
20140327,0.1075
20140328,0.1075
20140329,0.1075
20140330,0.1075
20140331,0.1075
20140401,0.1075
20140402,0.1075
20140403,0.11
20140404,0.11
20140405,0.11
20140406,0.11
20140407,0.11
20140408,0.11
20140409,0.11
20140410,0.11
20140411,0.11
20140412,0.11
20140413,0.11
20140414,0.11
20140415,0.11
20140416,0.11
20140417,0.11
20140418,0.11
20140419,0.11
20140420,0.11
20140421,0.11
20140422,0.11
20140423,0.11
20140424,0.11
20140425,0.11
20140426,0.11
20140427,0.11
20140428,0.11
20140429,0.11
20140430,0.11
20140501,0.11
20140502,0.11
20140503,0.11
20140504,0.11
20140505,0.11
20140506,0.11
20140507,0.11
20140508,0.11
20140509,0.11
20140510,0.11
20140511,0.11
20140512,0.11
20140513,0.11
20140514,0.11
20140515,0.11
20140516,0.11
20140517,0.11
20140518,0.11
20140519,0.11
20140520,0.11
20140521,0.11
20140522,0.11
20140523,0.11
20140524,0.11
20140525,0.11
20140526,0.11
20140527,0.11
20140528,0.11
20140529,0.11
20140530,0.11
20140531,0.11
20140601,0.11
20140602,0.11
20140603,0.11
20140604,0.11
20140605,0.11
20140606,0.11
20140607,0.11
20140608,0.11
20140609,0.11
20140610,0.11
20140611,0.11
20140612,0.11
20140613,0.11
20140614,0.11
20140615,0.11
20140616,0.11
20140617,0.11
20140618,0.11
20140619,0.11
20140620,0.11
20140621,0.11
20140622,0.11
20140623,0.11
20140624,0.11
20140625,0.11
20140626,0.11
20140627,0.11
20140628,0.11
20140629,0.11
20140630,0.11
20140701,0.11
20140702,0.11
20140703,0.11
20140704,0.11
20140705,0.11
20140706,0.11
20140707,0.11
20140708,0.11
20140709,0.11
20140710,0.11
20140711,0.11
20140712,0.11
20140713,0.11
20140714,0.11
20140715,0.11
20140716,0.11
20140717,0.11
20140718,0.11
20140719,0.11
20140720,0.11
20140721,0.11
20140722,0.11
20140723,0.11
20140724,0.11
20140725,0.11
20140726,0.11
20140727,0.110000000000001
20140728,0.110000000000001
20140729,0.110000000000001
20140730,0.110000000000001
20140731,0.110000000000001
20140801,0.110000000000001
20140802,0.110000000000001
20140803,0.110000000000001
20140804,0.110000000000001
20140805,0.110000000000001
20140806,0.110000000000001
20140807,0.110000000000001
20140808,0.110000000000001
20140809,0.110000000000001
20140810,0.110000000000001
20140811,0.110000000000001
20140812,0.110000000000001
20140813,0.110000000000001
20140814,0.110000000000001
20140815,0.110000000000001
20140816,0.110000000000001
20140817,0.110000000000001
20140818,0.110000000000001
20140819,0.110000000000001
20140820,0.110000000000001
20140821,0.110000000000001
20140822,0.110000000000001
20140823,0.110000000000001
20140824,0.110000000000001
20140825,0.110000000000001
20140826,0.110000000000001
20140827,0.110000000000001
20140828,0.110000000000001
20140829,0.110000000000001
20140830,0.110000000000001
20140831,0.110000000000001
20140901,0.110000000000001
20140902,0.110000000000001
20140903,0.110000000000001
20140904,0.110000000000001
20140905,0.110000000000001
20140906,0.110000000000001
20140907,0.110000000000001
20140908,0.110000000000001
20140909,0.110000000000001
20140910,0.110000000000001
20140911,0.110000000000001
20140912,0.110000000000001
20140913,0.110000000000001
20140914,0.110000000000001
20140915,0.110000000000001
20140916,0.110000000000001
20140917,0.110000000000001
20140918,0.110000000000001
20140919,0.110000000000001
20140920,0.110000000000001
20140921,0.110000000000001
20140922,0.110000000000001
20140923,0.110000000000001
20140924,0.110000000000001
20140925,0.110000000000001
20140926,0.110000000000001
20140927,0.110000000000001
20140928,0.110000000000001
20140929,0.110000000000001
20140930,0.110000000000001
20141001,0.110000000000001
20141002,0.110000000000001
20141003,0.110000000000001
20141004,0.110000000000001
20141005,0.110000000000001
20141006,0.110000000000001
20141007,0.110000000000001
20141008,0.110000000000001
20141009,0.110000000000001
20141010,0.110000000000001
20141011,0.110000000000001
20141012,0.110000000000001
20141013,0.110000000000001
20141014,0.110000000000002
20141015,0.110000000000002
20141016,0.110000000000002
20141017,0.110000000000002
20141018,0.110000000000002
20141019,0.110000000000002
20141020,0.110000000000002
20141021,0.110000000000002
20141022,0.110000000000002
20141023,0.110000000000002
20141024,0.110000000000002
20141025,0.110000000000002
20141026,0.110000000000002
20141027,0.110000000000002
20141028,0.110000000000002
20141029,0.110000000000002
20141030,0.1125
20141031,0.1125
20141101,0.1125
20141102,0.1125
20141103,0.1125
20141104,0.1125
20141105,0.1125
20141106,0.1125
20141107,0.1125
20141108,0.1125
20141109,0.1125
20141110,0.1125
20141111,0.1125
20141112,0.1125
20141113,0.1125
20141114,0.1125
20141115,0.1125
20141116,0.1125
20141117,0.1125
20141118,0.1125
20141119,0.1125
20141120,0.1125
20141121,0.1125
20141122,0.1125
20141123,0.1125
20141124,0.1125
20141125,0.1125
20141126,0.1125
20141127,0.1125
20141128,0.1125
20141129,0.1125
20141130,0.1125
20141201,0.1125
20141202,0.1125
20141203,0.1125
20141203,0.1175
20141204,0.1175
20141205,0.1175
20141206,0.1175
20141207,0.1175
20141208,0.1175
20141209,0.1175
20141210,0.1175
20141211,0.1175
20141212,0.1175
20141213,0.1175
20141214,0.1175
20141215,0.1175
20141216,0.1175
20141217,0.1175
20141218,0.1175
20141219,0.1175
20141220,0.1175
20141221,0.1175
20141222,0.1175
20141223,0.1175
20141224,0.1175
20141225,0.1175
20141226,0.1175
20141227,0.1175
20141228,0.1175
20141229,0.1175
20141230,0.1175
20141231,0.1175
20150101,0.1175
20150102,0.1225
20150103,0.1225
20150104,0.1225
20150105,0.1225
20150106,0.1225
20150107,0.1225
20150108,0.1225
20150109,0.1225
20150110,0.1225
20150111,0.1225
20150112,0.1225
20150113,0.1225
20150114,0.1225
20150115,0.1225
20150116,0.1225
20150117,0.1225
20150118,0.1225
20150119,0.1225
20150120,0.1225
20150121,0.1225
20150122,0.1225
20150123,0.1225
20150124,0.1225
20150125,0.1225
20150126,0.1225
20150127,0.1225
20150128,0.1225
20150129,0.1225
20150130,0.1225
20150131,0.1225
20150201,0.1225
20150202,0.1225
20150203,0.1225
20150204,0.1225
20150205,0.1225
20150206,0.1225
20150207,0.1225
20150208,0.1225
20150209,0.1225
20150210,0.1225
20150211,0.1225
20150212,0.1225
20150213,0.1225
20150214,0.1225
20150215,0.1225
20150216,0.1225
20150217,0.1225
20150218,0.1225
20150219,0.1225
20150220,0.1225
20150221,0.1225
20150222,0.1225
20150223,0.1225
20150224,0.1225
20150225,0.1225
20150226,0.1225
20150227,0.1225
20150228,0.1225
20150301,0.1225
20150302,0.1225
20150303,0.1225
20150304,0.1225
20150305,0.1275
20150306,0.1275
20150307,0.1275
20150308,0.1275
20150309,0.1275
20150310,0.1275
20150311,0.1275
20150312,0.1275
20150313,0.1275
20150314,0.1275
20150315,0.1275
20150316,0.1275
20150317,0.1275
20150318,0.1275
20150319,0.1275
20150320,0.1275
20150321,0.1275
20150322,0.1275
20150323,0.1275
20150324,0.1275
20150325,0.1275
20150326,0.1275
20150327,0.1275
20150328,0.1275
20150329,0.1275
20150330,0.1275
20150331,0.1275
20150401,0.1275
20150402,0.1275
20150403,0.1275
20150404,0.1275
20150405,0.1275
20150406,0.1275
20150407,0.1275
20150408,0.1275
20150409,0.1275
20150410,0.1275
20150411,0.1275
20150412,0.1275
20150413,0.1275
20150414,0.1275
20150415,0.1275
20150416,0.1275
20150417,0.1275
20150418,0.1275
20150419,0.1275
20150420,0.1275
20150421,0.1275
20150422,0.1275
20150423,0.1275
20150424,0.1275
20150425,0.1275
20150426,0.1275
20150427,0.1275
20150428,0.1275
20150429,0.1275
20150430,0.1325
20150501,0.1325
20150502,0.1325
20150503,0.1325
20150504,0.1325
20150505,0.1325
20150506,0.1325
20150507,0.1325
20150508,0.1325
20150509,0.1325
20150510,0.1325
20150511,0.1325
20150512,0.1325
20150513,0.1325
20150514,0.1325
20150515,0.1325
20150516,0.1325
20150517,0.1325
20150518,0.1325
20150519,0.1325
20150520,0.1325
20150521,0.1325
20150522,0.1325
20150523,0.1325
20150524,0.1325
20150525,0.1325
20150526,0.1325
20150527,0.1325
20150528,0.1325
20150529,0.1325
20150530,0.1325
20150531,0.1325
20150601,0.1325
20150602,0.1325
20150603,0.1325
20150604,0.1375
20150605,0.1375
20150606,0.1375
20150607,0.1375
20150608,0.1375
20150609,0.1375
20150610,0.1375
20150611,0.1375
20150612,0.1375
20150613,0.1375
20150614,0.1375
20150615,0.1375
20150616,0.1375
20150617,0.1375
20150618,0.1375
20150619,0.1375
20150620,0.1375
20150621,0.1375
20150622,0.1375
20150623,0.1375
20150624,0.1375
20150625,0.1375
20150626,0.1375
20150627,0.1375
20150628,0.1375
20150629,0.1375
20150630,0.1375
20150701,0.1375
20150702,0.1375
20150703,0.1375
20150704,0.1375
20150705,0.1375
20150706,0.1375
20150707,0.1375
20150708,0.1375
20150709,0.1375
20150710,0.1375
20150711,0.1375
20150712,0.1375
20150713,0.1375
20150714,0.1375
20150715,0.1375
20150716,0.1375
20150717,0.1375
20150718,0.1375
20150719,0.1375
20150720,0.1375
20150721,0.1375
20150722,0.1375
20150723,0.1375
20150724,0.1375
20150725,0.1375
20150726,0.1375
20150727,0.1375
20150728,0.1375
20150729,0.1375
20150730,0.1425
20150731,0.1425
20150801,0.1425
20150802,0.1425
20150803,0.1425
20150804,0.1425
20150805,0.1425
20150806,0.1425
20150807,0.1425
20150808,0.1425
20150809,0.1425
20150810,0.1425
20150811,0.1425
20150812,0.1425
20150813,0.1425
20150814,0.1425
20150815,0.1425
20150816,0.1425
20150817,0.1425
20150818,0.1425
20150819,0.1425
20150820,0.1425
20150821,0.1425
20150822,0.1425
20150823,0.1425
20150824,0.1425
20150825,0.1425
20150826,0.1425
20150827,0.1425
20150828,0.1425
20150829,0.1425
20150830,0.1425
20150831,0.1425
20150901,0.1425
20150902,0.1425
20150903,0.1425
20150904,0.1425
20150905,0.1425
20150906,0.1425
20150907,0.1425
20150908,0.1425
20150909,0.1425
20150910,0.1425
20150911,0.1425
20150912,0.1425
20150913,0.1425
20150914,0.1425
20150915,0.1425
20150916,0.1425
20150917,0.1425
20150918,0.1425
20150919,0.1425
20150920,0.1425
20150921,0.1425
20150922,0.1425
20150923,0.1425
20150924,0.1425
20150925,0.1425
20150926,0.1425
20150927,0.1425
20150928,0.1425
20150929,0.1425
20150930,0.1425
20151001,0.1425
20151002,0.1425
20151003,0.1425
20151004,0.1425
20151005,0.1425
20151006,0.1425
20151007,0.1425
20151008,0.1425
20151009,0.1425
20151010,0.1425
20151011,0.1425
20151012,0.1425
20151013,0.1425
20151014,0.1425
20151015,0.1425
20151016,0.1425
20151017,0.1425
20151018,0.1425
20151019,0.1425
20151020,0.1425
20151021,0.1425
20151022,0.1425
20151023,0.1425
20151024,0.1425
20151025,0.1425
20151026,0.1425
20151027,0.1425
20151028,0.1425
20151029,0.1425
20151030,0.1425
20151031,0.1425
20151101,0.1425
20151102,0.1425
20151103,0.1425
20151104,0.1425
20151105,0.1425
20151106,0.1425
20151107,0.1425
20151108,0.1425
20151109,0.1425
20151110,0.1425
20151111,0.1425
20151112,0.1425
20151113,0.1425
20151114,0.1425
20151115,0.1425
20151116,0.1425
20151117,0.1425
20151118,0.1425
20151119,0.1425
20151120,0.1425
20151121,0.1425
20151122,0.1425
20151123,0.1425
20151124,0.1425
20151125,0.1425
20151126,0.1425
20151127,0.1425
20151128,0.1425
20151129,0.1425
20151130,0.1425
20151201,0.1425
20151202,0.1425
20151203,0.1425
20151204,0.1425
20151205,0.1425
20151206,0.1425
20151207,0.1425
20151208,0.1425
20151209,0.1425
20151210,0.1425
20151211,0.1425
20151212,0.1425
20151213,0.1425
20151214,0.1425
20151215,0.1425
20151216,0.1425
20151217,0.1425
20151218,0.1425
20151219,0.1425
20151220,0.1425
20151221,0.1425
20151222,0.1425
20151223,0.1425
20151224,0.1425
20151225,0.1425
20151226,0.1425
20151227,0.1425
20151228,0.1425
20151229,0.1425
20151230,0.1425
20151231,0.1425
20160101,0.1425
20160102,0.1425
20160103,0.1425
20160104,0.1425
20160105,0.1425
20160106,0.1425
20160107,0.1425
20160108,0.1425
20160109,0.1425
20160110,0.1425
20160111,0.1425
20160112,0.1425
20160113,0.1425
20160114,0.1425
20160115,0.1425
20160116,0.1425
20160117,0.1425
20160118,0.1425
20160119,0.1425
20160120,0.1425
20160121,0.1425
20160122,0.1425
20160123,0.1425
20160124,0.1425
20160125,0.1425
20160126,0.1425
20160127,0.1425
20160128,0.1425
20160129,0.1425
20160130,0.1425
20160131,0.1425
20160201,0.1425
20160202,0.1425
20160203,0.1425
20160204,0.1425
20160205,0.1425
20160206,0.1425
20160207,0.1425
20160208,0.1425
20160209,0.1425
20160210,0.1425
20160211,0.1425
20160212,0.1425
20160213,0.1425
20160214,0.1425
20160215,0.1425
20160216,0.1425
20160217,0.1425
20160218,0.1425
20160219,0.1425
20160220,0.1425
20160221,0.1425
20160222,0.1425
20160223,0.1425
20160224,0.1425
20160225,0.1425
20160226,0.1425
20160227,0.1425
20160228,0.1425
20160229,0.1425
20160301,0.1425
20160302,0.1425
20160303,0.1425
20160304,0.1425
20160305,0.1425
20160306,0.1425
20160307,0.1425
20160308,0.1425
20160309,0.1425
20160310,0.1425
20160311,0.1425
20160312,0.1425
20160313,0.1425
20160314,0.1425
20160315,0.1425
20160316,0.1425
20160317,0.1425
20160318,0.1425
20160319,0.1425
20160320,0.1425
20160321,0.1425
20160322,0.1425
20160323,0.1425
20160324,0.1425
20160325,0.1425
20160326,0.1425
20160327,0.1425
20160328,0.1425
20160329,0.1425
20160330,0.1425
20160331,0.1425
20160401,0.1425
20160402,0.1425
20160403,0.1425
20160404,0.1425
20160405,0.1425
20160406,0.1425
20160407,0.1425
20160408,0.1425
20160409,0.1425
20160410,0.1425
20160411,0.1425
20160412,0.1425
20160413,0.1425
20160414,0.1425
20160415,0.1425
20160416,0.1425
20160417,0.1425
20160418,0.1425
20160419,0.1425
20160420,0.1425
20160421,0.1425
20160422,0.1425
20160423,0.1425
20160424,0.1425
20160425,0.1425
20160426,0.1425
20160427,0.1425
20160428,0.1425
20160429,0.1425
20160430,0.1425
20160501,0.1425
20160502,0.1425
20160503,0.1425
20160504,0.1425
20160505,0.1425
20160506,0.1425
20160507,0.1425
20160508,0.1425
20160509,0.1425
20160510,0.1425
20160511,0.1425
20160512,0.1425
20160513,0.1425
20160514,0.1425
20160515,0.1425
20160516,0.1425
20160517,0.1425
20160518,0.1425
20160519,0.1425
20160520,0.1425
20160521,0.1425
20160522,0.1425
20160523,0.1425
20160524,0.1425
20160525,0.1425
20160526,0.1425
20160527,0.1425
20160528,0.1425
20160529,0.1425
20160530,0.1425
20160531,0.1425
20160601,0.1425
20160602,0.1425
20160603,0.1425
20160604,0.1425
20160605,0.1425
20160606,0.1425
20160607,0.1425
20160608,0.1425
20160609,0.1425
20160610,0.1425
20160611,0.1425
20160612,0.1425
20160613,0.1425
20160614,0.1425
20160615,0.1425
20160616,0.1425
20160617,0.1425
20160618,0.1425
20160619,0.1425
20160620,0.1425
20160621,0.1425
20160622,0.1425
20160623,0.1425
20160624,0.1425
20160625,0.1425
20160626,0.1425
20160627,0.1425
20160628,0.1425
20160629,0.1425
20160630,0.1425
20160701,0.1425
20160702,0.1425
20160703,0.1425
20160704,0.1425
20160705,0.1425
20160706,0.1425
20160707,0.1425
20160708,0.1425
20160709,0.1425
20160710,0.1425
20160711,0.1425
20160712,0.1425
20160713,0.1425
20160714,0.1425
20160715,0.1425
20160716,0.1425
20160717,0.1425
20160718,0.1425
20160719,0.1425
20160720,0.1425
20160721,0.1425
20160722,0.1425
20160723,0.1425
20160724,0.1425
20160725,0.1425
20160726,0.1425
20160727,0.1425
20160728,0.1425
20160729,0.1425
20160730,0.1425
20160731,0.1425
20160801,0.1425
20160802,0.1425
20160803,0.1425
20160804,0.1425
20160805,0.1425
20160806,0.1425
20160807,0.1425
20160808,0.1425
20160809,0.1425
20160810,0.1425
20160811,0.1425
20160812,0.1425
20160813,0.1425
20160814,0.1425
20160815,0.1425
20160816,0.1425
20160817,0.1425
20160818,0.1425
20160819,0.1425
20160820,0.1425
20160821,0.1425
20160822,0.1425
20160823,0.1425
20160824,0.1425
20160825,0.1425
20160826,0.1425
20160827,0.1425
20160828,0.1425
20160829,0.1425
20160830,0.1425
20160831,0.1425
20160901,0.1425
20160902,0.1425
20160903,0.1425
20160904,0.1425
20160905,0.1425
20160906,0.1425
20160907,0.1425
20160908,0.1425
20160909,0.1425
20160910,0.1425
20160911,0.1425
20160912,0.1425
20160913,0.1425
20160914,0.1425
20160915,0.1425
20160916,0.1425
20160917,0.1425
20160918,0.1425
20160919,0.1425
20160920,0.1425
20160921,0.1425
20160922,0.1425
20160923,0.1425
20160924,0.1425
20160925,0.1425
20160926,0.1425
20160927,0.1425
20160928,0.1425
20160929,0.1425
20160930,0.1425
20161001,0.1425
20161002,0.1425
20161003,0.1425
20161004,0.1425
20161005,0.1425
20161006,0.1425
20161007,0.1425
20161008,0.1425
20161009,0.1425
20161010,0.1425
20161011,0.1425
20161012,0.1425
20161013,0.1425
20161014,0.1425
20161015,0.1425
20161016,0.1425
20161017,0.1425
20161018,0.1425
20161019,0.1425
20161020,0.14
20161021,0.14
20161022,0.14
20161023,0.14
20161024,0.14
20161025,0.14
20161026,0.14
20161027,0.14
20161028,0.14
20161029,0.14
20161030,0.14
20161031,0.14
20161101,0.14
20161102,0.14
20161103,0.14
20161104,0.14
20161105,0.14
20161106,0.14
20161107,0.14
20161108,0.14
20161109,0.14
20161110,0.14
20161111,0.14
20161112,0.14
20161113,0.14
20161114,0.14
20161115,0.14
20161116,0.14
20161117,0.14
20161118,0.14
20161119,0.14
20161120,0.14
20161121,0.14
20161122,0.14
20161123,0.14
20161124,0.14
20161125,0.14
20161126,0.14
20161127,0.14
20161128,0.14
20161129,0.14
20161130,0.14
20161201,0.1375
20161202,0.1375
20161203,0.1375
20161204,0.1375
20161205,0.1375
20161206,0.1375
20161207,0.1375
20161208,0.1375
20161209,0.1375
20161210,0.1375
20161211,0.1375
20161212,0.1375
20161213,0.1375
20161214,0.1375
20161215,0.1375
20161216,0.1375
20161217,0.1375
20161218,0.1375
20161219,0.1375
20161220,0.1375
20161221,0.1375
20161222,0.1375
20161223,0.1375
20161224,0.1375
20161225,0.1375
20161226,0.1375
20161227,0.1375
20161228,0.1375
20161229,0.1375
20161230,0.1375
20161231,0.1375
20170101,0.1375
20170102,0.1375
20170103,0.1375
20170104,0.1375
20170105,0.1375
20170106,0.1375
20170107,0.1375
20170108,0.1375
20170109,0.1375
20170110,0.1375
20170111,0.1375
20170112,0.13
20170113,0.13
20170114,0.13
20170115,0.13
20170116,0.13
20170117,0.13
20170118,0.13
20170119,0.13
20170120,0.13
20170121,0.13
20170122,0.13
20170123,0.13
20170124,0.13
20170125,0.13
20170126,0.13
20170127,0.13
20170128,0.13
20170129,0.13
20170130,0.13
20170131,0.13
20170201,0.13
20170202,0.13
20170203,0.13
20170204,0.13
20170205,0.13
20170206,0.13
20170207,0.13
20170208,0.13
20170209,0.13
20170210,0.13
20170211,0.13
20170212,0.13
20170213,0.13
20170214,0.13
20170215,0.13
20170216,0.13
20170217,0.13
20170218,0.13
20170219,0.13
20170220,0.13
20170221,0.13
20170222,0.13
20170223,0.1225
20170224,0.1225
20170225,0.1225
20170226,0.1225
20170227,0.1225
20170228,0.1225
20170301,0.1225
20170302,0.1225
20170303,0.1225
20170304,0.1225
20170305,0.1225
20170306,0.1225
20170307,0.1225
20170308,0.1225
20170309,0.1225
20170310,0.1225
20170311,0.1225
20170312,0.1225
20170313,0.1225
20170314,0.1225
20170315,0.1225
20170316,0.1225
20170317,0.1225
20170318,0.1225
20170319,0.1225
20170320,0.1225
20170321,0.1225
20170322,0.1225
20170323,0.1225
20170324,0.1225
20170325,0.1225
20170326,0.1225
20170327,0.1225
20170328,0.1225
20170329,0.1225
